accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled,churn
6,12.88030062,77.28180372,Premium,Electronic check,No,Movies,No,Computer,3.491129312,168.8567086,6,Action,3.754079647,7,Female,5,Yes,Yes,1
82,19.73941644,1618.632148,Basic,Bank transfer,No,Movies,Yes,Tablet,5.522376858,97.35635926,33,Action,3.137646453,9,Male,23,No,Yes,0
21,15.87761034,333.4298172,Basic,Electronic check,No,Movies,Yes,TV,34.3878668,146.0241181,45,Comedy,1.282396839,2,Male,5,No,No,0
25,11.35276029,283.8190073,Premium,Mailed check,Yes,Movies,No,TV,23.54366517,122.3635751,37,Fantasy,3.871522353,8,Female,22,Yes,Yes,0
119,10.33231667,1229.545684,Standard,Credit card,Yes,TV Shows,Yes,Mobile,23.76653317,38.10443869,48,Comedy,3.536865397,6,Male,4,No,Yes,0
11,8.645437003,95.09980704,Basic,Electronic check,No,Movies,No,Computer,34.5144342,85.05754329,10,Fantasy,2.176993842,3,Male,4,Yes,Yes,1
91,10.54418922,959.5212192,Premium,Bank transfer,Yes,Both,Yes,Tablet,27.14235719,50.42806117,40,Drama,2.303688904,1,Male,6,Yes,No,0
7,6.243898369,43.70728858,Standard,Electronic check,Yes,Both,Yes,Mobile,13.55490235,25.68901167,36,Drama,2.81533263,9,Male,14,No,No,1
32,16.46790261,526.9728836,Standard,Bank transfer,No,Movies,No,Tablet,20.4798603,52.01942156,23,Action,3.020280819,3,Female,6,Yes,No,1
36,8.959468779,322.5408761,Basic,Credit card,Yes,Movies,No,Mobile,10.75032993,143.211224,32,Drama,1.986700065,0,Female,7,No,No,0
66,15.85934353,1046.716673,Premium,Electronic check,No,Movies,No,Mobile,4.357028033,39.50435956,0,Fantasy,2.707306814,9,Male,17,No,Yes,1
8,10.13290574,81.06324595,Premium,Electronic check,Yes,Both,No,TV,12.36120355,94.20268651,18,Drama,2.047889135,2,Male,3,No,Yes,0
74,18.08175022,1338.049516,Premium,Electronic check,No,Movies,Yes,TV,10.98703368,150.0610915,39,Drama,3.336101888,8,Female,15,No,Yes,0
104,19.7963412,2058.819485,Standard,Mailed check,Yes,TV Shows,Yes,TV,38.90470787,64.92549852,22,Sci-Fi,3.452887843,0,Male,11,Yes,No,0
91,10.76828075,979.9135482,Premium,Electronic check,No,TV Shows,No,Computer,17.15158114,137.2504292,3,Action,1.874862535,2,Male,23,No,No,0
15,15.75869619,236.3804429,Basic,Bank transfer,Yes,Movies,Yes,Mobile,35.94741905,57.18658871,7,Action,1.735115215,1,Female,0,No,No,0
103,5.579902748,574.729983,Premium,Electronic check,Yes,Both,No,Computer,5.670311646,5.314781087,44,Fantasy,3.695124355,6,Male,5,No,Yes,0
31,15.69878376,486.6622965,Premium,Credit card,No,TV Shows,No,TV,4.347570206,103.174094,6,Fantasy,2.971081414,5,Female,18,Yes,No,0
93,16.31984998,1517.746048,Basic,Credit card,No,Movies,Yes,Computer,39.70053495,174.8980655,2,Sci-Fi,1.378554277,9,Female,22,Yes,Yes,0
25,18.81941203,470.4853008,Standard,Electronic check,No,Movies,No,Computer,19.52866891,10.25822134,0,Drama,3.917299053,6,Male,18,No,No,0
114,10.77575253,1228.435789,Premium,Mailed check,Yes,TV Shows,Yes,Tablet,1.607786066,12.64030606,22,Drama,2.245476312,8,Male,7,No,Yes,0
8,13.68714854,109.4971883,Basic,Mailed check,Yes,TV Shows,Yes,TV,22.75396988,44.51411122,30,Fantasy,2.308542716,0,Male,23,Yes,No,0
77,19.63667478,1512.023958,Premium,Electronic check,No,Both,No,Mobile,18.18727741,76.99911008,30,Drama,3.229417962,3,Male,8,Yes,No,0
9,12.7386959,114.6482631,Basic,Mailed check,Yes,Movies,Yes,Computer,13.15450239,121.0320165,23,Drama,2.838788006,4,Female,2,Yes,Yes,0
19,5.756027716,109.3645266,Standard,Electronic check,Yes,Movies,Yes,Tablet,29.99744944,66.01501816,14,Comedy,1.277466505,0,Female,7,Yes,Yes,0
31,6.797911371,210.7352525,Basic,Bank transfer,Yes,TV Shows,No,Computer,33.18103583,131.07029,25,Action,4.019763942,7,Male,1,Yes,No,0
23,9.381687181,215.7788052,Premium,Mailed check,No,TV Shows,No,Mobile,18.29459658,162.8064726,10,Fantasy,3.40036774,2,Female,7,Yes,Yes,0
103,15.14234123,1559.661146,Standard,Mailed check,No,Both,Yes,Tablet,18.66051712,167.4474239,6,Comedy,4.687542029,4,Female,5,Yes,No,0
97,8.08774732,784.51149,Basic,Mailed check,Yes,Movies,Yes,TV,2.329520141,105.9747804,5,Action,3.543992863,7,Male,22,Yes,Yes,0
13,14.20947759,184.7232087,Premium,Credit card,No,TV Shows,Yes,TV,33.05507161,46.41686274,42,Comedy,1.062671912,1,Female,19,No,Yes,0
54,18.10438447,977.6367612,Premium,Electronic check,No,TV Shows,Yes,Tablet,20.02368869,122.1606634,43,Fantasy,2.628929326,1,Male,18,No,No,1
17,10.04090292,170.6953497,Standard,Bank transfer,No,TV Shows,Yes,Tablet,37.88230977,63.66771727,47,Fantasy,1.014792024,2,Female,9,No,No,0
118,11.83569656,1396.612194,Basic,Bank transfer,Yes,Movies,No,Computer,10.75588811,38.09430046,20,Drama,3.646809477,8,Male,8,Yes,Yes,1
29,12.65650081,367.0385234,Standard,Bank transfer,No,Movies,Yes,Mobile,14.18266714,52.88999995,39,Drama,3.348628035,9,Female,20,Yes,Yes,1
39,10.31945233,402.4586409,Premium,Bank transfer,Yes,Both,No,Mobile,32.342731,87.09627619,9,Drama,4.046832716,2,Male,4,Yes,Yes,0
54,16.30862139,880.665555,Basic,Mailed check,No,Both,No,Computer,10.67674616,144.6224547,9,Comedy,3.422349662,2,Male,7,No,No,0
107,7.877332942,842.8746248,Basic,Electronic check,No,Movies,No,Mobile,26.49761475,114.866512,39,Action,4.25350959,8,Female,24,No,Yes,0
117,6.549987108,766.3484917,Basic,Bank transfer,Yes,Movies,Yes,Computer,35.63377019,73.30313532,30,Drama,1.687268103,4,Female,20,No,No,0
12,7.232450623,86.78940747,Basic,Mailed check,Yes,TV Shows,No,TV,31.24520593,62.72410375,42,Comedy,4.565566196,6,Female,12,No,No,0
84,16.98621142,1426.841759,Basic,Credit card,No,TV Shows,Yes,TV,19.44801103,36.30459267,40,Sci-Fi,3.165747242,9,Male,1,Yes,No,0
37,6.027248149,223.0081815,Premium,Mailed check,No,TV Shows,No,Tablet,21.27844058,162.8762484,0,Sci-Fi,4.494966114,8,Female,7,No,Yes,0
71,14.7024299,1043.872523,Basic,Bank transfer,No,Movies,Yes,Tablet,12.00036481,23.27604119,36,Action,1.448805734,2,Female,8,No,No,0
74,8.690856723,643.1233975,Standard,Electronic check,No,Movies,No,Computer,26.0893402,115.2672439,1,Drama,1.636876481,5,Female,3,Yes,Yes,0
26,19.01993658,494.5183511,Premium,Bank transfer,Yes,Both,No,Mobile,29.44693177,115.7943092,38,Action,3.156997334,7,Male,23,Yes,No,0
84,7.49630854,629.6899173,Premium,Mailed check,Yes,TV Shows,No,Mobile,37.51865735,100.6710673,43,Drama,2.187421229,1,Male,22,No,No,0
59,17.63618776,1040.535078,Premium,Mailed check,No,TV Shows,No,TV,10.93798535,51.93741979,39,Action,3.62257086,7,Female,23,Yes,No,0
55,19.56728136,1076.200475,Standard,Credit card,Yes,TV Shows,Yes,Computer,19.2856777,91.80174098,12,Sci-Fi,2.858284263,6,Female,0,No,Yes,1
87,19.08160384,1660.099534,Standard,Credit card,No,TV Shows,No,Tablet,9.513253705,159.1668065,19,Drama,1.118413768,5,Male,5,No,No,1
3,19.4088724,58.2266172,Premium,Credit card,Yes,Movies,Yes,Mobile,2.234754132,90.20191201,34,Action,1.050105203,9,Male,14,No,No,0
19,17.10401018,324.9761934,Standard,Electronic check,Yes,Movies,No,Tablet,23.8900859,71.8406502,13,Action,2.211528115,2,Male,5,No,No,1
46,9.992972,459.676712,Basic,Electronic check,Yes,Both,Yes,Tablet,30.91519364,20.78263369,25,Drama,4.402295476,3,Male,20,Yes,Yes,0
106,6.2471338,662.1961828,Basic,Mailed check,No,Both,Yes,Computer,35.45462709,96.68706701,43,Sci-Fi,3.083784337,0,Female,13,No,Yes,0
98,11.03730297,1081.655691,Basic,Electronic check,Yes,Both,Yes,Mobile,1.918245993,10.38817904,8,Drama,3.102134523,8,Female,22,No,No,0
74,15.52292769,1148.696649,Premium,Mailed check,No,Both,No,Computer,29.28079747,177.7096612,40,Sci-Fi,1.544170623,2,Male,8,No,Yes,0
71,12.81099557,909.5806855,Standard,Credit card,Yes,TV Shows,No,TV,24.87759421,44.91261534,45,Drama,4.31204302,4,Male,23,Yes,No,0
6,16.7770045,100.662027,Premium,Mailed check,Yes,Movies,No,Computer,32.90467245,110.9532049,42,Sci-Fi,3.419119189,3,Female,1,No,No,0
36,10.39675415,374.2831493,Standard,Electronic check,Yes,TV Shows,Yes,TV,2.29850684,177.532366,0,Drama,2.584423809,3,Male,22,Yes,Yes,0
28,7.405051792,207.3414502,Standard,Electronic check,No,TV Shows,No,Tablet,32.86102727,81.07810924,21,Action,2.063434747,9,Male,14,No,Yes,0
109,19.01226898,2072.337319,Premium,Mailed check,No,Both,Yes,Computer,35.14755927,48.02243619,47,Action,3.313861571,4,Female,4,Yes,No,0
17,14.41377026,245.0340945,Standard,Bank transfer,No,TV Shows,No,Mobile,5.184549566,98.10114389,18,Fantasy,1.825151499,5,Male,4,No,No,1
38,8.957050356,340.3679135,Basic,Credit card,No,Both,No,TV,29.48378534,71.63856392,45,Comedy,2.974790266,5,Male,16,Yes,No,0
113,17.35277942,1960.864074,Standard,Mailed check,Yes,Both,Yes,Tablet,26.29726882,17.75700088,14,Drama,4.824095439,6,Male,24,No,Yes,0
83,8.838148068,733.5662897,Premium,Credit card,No,Both,Yes,Computer,15.26018512,106.7871067,27,Comedy,1.577514332,6,Male,2,Yes,Yes,0
58,5.205138723,301.898046,Standard,Mailed check,Yes,TV Shows,Yes,Computer,24.91902874,135.6415768,14,Sci-Fi,3.370704572,3,Male,22,Yes,Yes,0
39,17.86394894,696.6940086,Premium,Electronic check,Yes,Both,No,Computer,20.22327716,22.01479875,24,Fantasy,4.946533541,4,Male,23,Yes,Yes,0
118,13.3033459,1569.794816,Premium,Bank transfer,No,Both,No,Tablet,37.63470741,109.8927865,16,Drama,4.839254116,8,Female,3,Yes,No,0
85,5.847745748,497.0583886,Standard,Credit card,Yes,TV Shows,No,Tablet,33.4636943,133.0952264,10,Sci-Fi,3.287015534,8,Male,11,No,Yes,0
60,5.464154404,327.8492643,Basic,Electronic check,Yes,Both,Yes,TV,7.423858815,55.32520797,46,Fantasy,3.860114419,9,Female,8,Yes,No,0
94,14.78091144,1389.405676,Basic,Electronic check,Yes,TV Shows,Yes,Computer,19.42701632,147.8846997,3,Comedy,1.384516452,5,Female,14,No,No,0
37,14.04417559,519.6344969,Premium,Electronic check,No,Movies,Yes,Computer,35.16723797,130.6200274,21,Comedy,3.484469385,4,Female,10,No,Yes,0
109,9.246549361,1007.87388,Premium,Credit card,No,Both,Yes,Mobile,24.33315378,22.82099288,2,Action,1.563318891,6,Female,16,Yes,Yes,0
80,16.90918487,1352.73479,Basic,Electronic check,Yes,Both,Yes,Tablet,11.26100515,175.1875473,3,Comedy,1.923254871,2,Female,19,No,Yes,0
114,18.45823564,2104.238863,Premium,Mailed check,No,Both,Yes,TV,33.77285129,67.09363378,30,Comedy,3.463488941,1,Female,22,No,No,0
70,12.23872459,856.7107211,Premium,Credit card,Yes,Both,Yes,Computer,15.6271691,67.3125941,47,Action,3.228589725,5,Male,19,Yes,Yes,1
27,12.20250772,329.4677084,Standard,Bank transfer,Yes,Movies,No,Mobile,35.11822712,147.0391434,4,Action,3.757074473,4,Male,12,No,No,0
22,9.890991929,217.6018224,Premium,Credit card,No,Movies,Yes,TV,4.063154508,166.8876477,13,Fantasy,2.764732191,2,Male,16,No,No,0
16,9.968140254,159.4902441,Basic,Bank transfer,Yes,Movies,Yes,TV,33.45931846,159.5864811,38,Drama,3.934421886,1,Female,22,No,No,0
28,6.300179875,176.4050365,Premium,Credit card,Yes,Movies,No,Mobile,33.43388363,168.4344829,31,Sci-Fi,2.824031402,5,Male,7,Yes,No,0
87,18.66210087,1623.602776,Basic,Electronic check,No,Movies,No,Computer,12.07202365,79.86154798,11,Drama,3.983190802,5,Male,24,Yes,No,0
87,10.34749814,900.2323381,Premium,Mailed check,Yes,Movies,No,Computer,9.110769241,20.41234514,40,Drama,3.169510205,9,Male,14,Yes,No,0
21,19.70552186,413.8159591,Basic,Credit card,Yes,Both,Yes,Mobile,22.40479785,85.7038764,37,Action,2.046963367,4,Female,11,No,Yes,0
14,6.244850309,87.42790433,Basic,Credit card,Yes,Movies,No,Mobile,14.26971426,134.0233738,45,Sci-Fi,1.697469365,5,Female,5,No,Yes,0
35,8.930362372,312.562683,Standard,Electronic check,No,Both,Yes,TV,19.81697052,171.1492024,7,Drama,4.667299183,1,Female,16,No,No,0
13,16.94466738,220.280676,Basic,Credit card,Yes,Movies,No,Mobile,31.85322291,120.5970698,36,Action,1.392268777,6,Male,9,Yes,No,0
18,9.834725766,177.0250638,Standard,Electronic check,No,Both,No,Computer,31.77964277,136.0560491,21,Comedy,2.279819432,5,Male,16,No,Yes,0
77,17.78209649,1369.22143,Basic,Bank transfer,Yes,Both,Yes,Tablet,33.91911555,27.07943157,21,Comedy,4.669203148,4,Female,0,Yes,Yes,0
49,13.57644227,665.2456714,Premium,Mailed check,Yes,Both,No,Computer,8.78399218,107.5260244,21,Comedy,4.493004156,5,Female,21,No,Yes,0
7,6.260618242,43.82432769,Basic,Credit card,No,TV Shows,Yes,Tablet,39.06070164,8.151264966,36,Action,4.185863194,3,Female,24,No,No,0
103,17.68092587,1821.135364,Premium,Credit card,Yes,TV Shows,Yes,Mobile,31.16589334,77.28955918,40,Drama,4.786537343,7,Male,23,Yes,No,0
78,13.42338761,1047.024234,Basic,Electronic check,No,Movies,No,Tablet,2.295378345,157.6642396,8,Fantasy,2.534757378,6,Male,13,Yes,No,0
33,7.194161322,237.4073236,Standard,Credit card,No,Both,Yes,Tablet,33.6740329,120.1710022,26,Drama,3.797755104,2,Male,23,No,Yes,0
86,18.99347739,1633.439055,Standard,Bank transfer,No,TV Shows,No,TV,26.48674507,142.4499721,7,Action,4.594988887,0,Female,5,No,Yes,0
54,16.52765025,892.4931133,Basic,Electronic check,No,TV Shows,Yes,Computer,12.32621254,43.8841236,40,Sci-Fi,4.760226609,2,Female,24,Yes,Yes,0
41,11.87442653,486.8514875,Basic,Electronic check,No,Movies,Yes,Computer,30.66547559,114.811352,35,Fantasy,1.415433116,0,Female,15,Yes,Yes,0
17,19.62398914,333.6078153,Standard,Bank transfer,No,TV Shows,Yes,Mobile,35.32284275,41.81526952,8,Action,1.726657325,6,Male,4,No,Yes,0
97,13.58576552,1317.819255,Standard,Electronic check,Yes,Both,Yes,Tablet,23.7441928,86.63174104,37,Fantasy,3.560729144,1,Male,1,Yes,No,0
45,5.636508011,253.6428605,Premium,Electronic check,No,Movies,No,Computer,9.085750881,109.697685,41,Fantasy,1.711072203,4,Female,1,No,Yes,0
15,17.99119459,269.8679189,Standard,Mailed check,No,Both,Yes,Mobile,6.900474739,166.6769398,27,Fantasy,3.570297008,2,Female,2,Yes,Yes,0
47,15.40707885,724.1327058,Basic,Credit card,No,Movies,No,Mobile,2.459448238,57.54214464,8,Comedy,4.466851592,8,Male,4,No,No,1
10,19.32762846,193.2762846,Basic,Credit card,No,TV Shows,No,Tablet,2.683542625,91.27789696,3,Fantasy,3.306236941,0,Male,12,Yes,Yes,0
48,8.927909891,428.5396748,Premium,Electronic check,Yes,Movies,No,Computer,36.2676194,137.1382428,7,Comedy,4.574609615,9,Female,19,No,No,0
4,10.61782563,42.47130253,Premium,Mailed check,Yes,TV Shows,No,TV,29.3022956,99.86979087,29,Fantasy,3.67150243,1,Male,24,No,No,0
69,16.28765765,1123.848378,Premium,Credit card,Yes,Movies,No,Mobile,24.68742612,66.41772628,8,Fantasy,4.805252773,2,Male,20,Yes,Yes,0
118,17.14380055,2022.968465,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,7.845608654,171.5315792,17,Action,1.039743493,7,Male,22,Yes,Yes,0
71,13.13778166,932.7824978,Basic,Electronic check,Yes,Movies,No,Tablet,15.15080688,153.4598109,2,Fantasy,2.624395522,6,Female,16,Yes,Yes,0
51,13.55155253,691.1291791,Premium,Electronic check,No,TV Shows,No,Mobile,26.2681763,39.12500061,18,Sci-Fi,4.259771894,3,Female,6,No,Yes,0
111,10.8532006,1204.705267,Basic,Bank transfer,No,TV Shows,Yes,Computer,23.77832861,68.51236295,16,Drama,1.525262463,5,Female,8,Yes,No,0
40,6.972696746,278.9078698,Basic,Mailed check,Yes,Movies,Yes,Tablet,3.944331021,101.1034144,39,Comedy,2.507084881,2,Female,19,No,Yes,1
64,11.20256578,716.96421,Basic,Electronic check,No,Movies,Yes,TV,22.69241376,163.3655514,20,Comedy,1.47960876,1,Female,23,Yes,Yes,0
75,18.48204131,1386.153098,Premium,Credit card,No,Movies,Yes,Computer,36.6987117,132.0739458,42,Action,2.840820273,4,Male,8,Yes,Yes,0
79,18.53527902,1464.287043,Premium,Electronic check,No,Movies,No,Mobile,27.92304832,130.8824744,8,Comedy,4.663950545,3,Female,8,No,Yes,0
42,12.94680751,543.7659155,Standard,Bank transfer,No,Movies,Yes,Mobile,28.11345818,41.00753267,41,Fantasy,4.824544742,3,Male,7,No,No,0
105,17.02201217,1787.311278,Standard,Mailed check,Yes,Movies,No,Tablet,13.86695336,114.7242308,39,Action,4.595344175,1,Male,16,Yes,No,0
26,9.365520386,243.50353,Standard,Bank transfer,Yes,Both,No,Computer,25.63384341,68.73327941,41,Sci-Fi,4.692017373,2,Female,3,Yes,No,0
24,12.52084959,300.5003902,Standard,Credit card,Yes,Both,Yes,Mobile,35.78286392,107.4798808,31,Action,3.379605164,9,Male,3,Yes,Yes,0
46,17.24334434,793.1938396,Standard,Credit card,Yes,TV Shows,No,Tablet,15.46695798,102.0556352,42,Action,3.154167252,9,Female,18,Yes,No,0
119,18.93046893,2252.725802,Premium,Bank transfer,No,Both,No,Mobile,32.39514345,57.43226976,3,Drama,4.899554936,8,Female,5,No,No,0
118,14.91677098,1760.178976,Premium,Bank transfer,Yes,TV Shows,No,Mobile,36.33837522,116.0221799,3,Drama,2.3955858,0,Female,22,No,Yes,0
36,7.860903972,282.992543,Standard,Mailed check,Yes,TV Shows,No,Computer,6.777411926,113.695582,33,Action,1.23141982,0,Female,19,Yes,No,0
75,18.86737903,1415.053427,Standard,Mailed check,Yes,Movies,Yes,Mobile,11.45876087,88.61484718,29,Drama,1.809386048,5,Female,1,Yes,No,0
113,5.336011186,602.969264,Premium,Bank transfer,Yes,Movies,Yes,Computer,14.58210183,118.762828,24,Comedy,3.511682948,4,Female,14,No,Yes,0
18,11.82938455,212.928922,Basic,Bank transfer,No,TV Shows,No,Tablet,9.571091204,155.9661465,34,Comedy,1.469708791,6,Male,19,No,Yes,0
57,7.90625828,450.6567219,Premium,Credit card,Yes,Movies,Yes,Mobile,24.41760288,89.72672507,49,Sci-Fi,1.710706173,5,Male,4,Yes,No,0
49,14.35460464,703.3756273,Standard,Credit card,Yes,Movies,No,Tablet,37.34254502,119.2460058,23,Action,3.082539834,2,Male,1,Yes,Yes,0
57,11.59435781,660.8783952,Basic,Credit card,No,Both,Yes,Tablet,12.71495559,61.41180642,38,Action,3.323759646,9,Male,0,No,No,0
93,16.79658696,1562.082587,Premium,Bank transfer,Yes,Movies,Yes,Mobile,12.29780958,18.59021352,42,Action,2.446959231,3,Female,4,Yes,Yes,0
45,12.35886946,556.1491257,Basic,Mailed check,Yes,Movies,No,TV,22.41056575,155.0596095,26,Drama,2.33997486,5,Female,6,No,No,1
62,6.587430672,408.4207016,Standard,Credit card,Yes,Both,Yes,TV,27.89849942,99.84287965,8,Drama,2.206574635,8,Male,20,No,Yes,0
99,14.1524807,1401.095589,Standard,Credit card,No,Both,No,Tablet,21.90723248,89.46892939,24,Drama,4.833477527,4,Female,5,No,No,0
24,7.891250525,189.3900126,Standard,Electronic check,No,Both,No,Mobile,33.51255749,117.5975808,35,Sci-Fi,1.941743424,4,Female,7,No,Yes,0
10,18.96808446,189.6808446,Basic,Mailed check,No,Movies,Yes,TV,2.696046318,82.92356781,12,Sci-Fi,1.098219861,4,Female,7,Yes,Yes,1
74,14.21210713,1051.695927,Standard,Mailed check,No,TV Shows,Yes,TV,13.20188645,52.03037789,22,Action,1.666516668,6,Female,2,No,Yes,0
90,14.24299261,1281.869335,Basic,Electronic check,Yes,Both,Yes,Tablet,32.05243405,70.00086169,44,Sci-Fi,4.566451416,4,Female,0,No,Yes,0
43,10.06182817,432.6586112,Premium,Bank transfer,No,Both,No,TV,14.51603542,61.43729201,19,Drama,1.851992836,9,Female,12,Yes,Yes,0
48,11.07121985,531.4185528,Premium,Electronic check,Yes,TV Shows,Yes,TV,31.73702109,48.4402779,23,Sci-Fi,2.424907259,9,Male,3,No,No,0
16,16.11121817,257.7794907,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,29.4214788,128.2173238,19,Fantasy,1.76283751,3,Female,20,No,No,0
117,11.92327393,1395.02305,Basic,Electronic check,No,TV Shows,Yes,Tablet,8.619641306,74.37396503,23,Fantasy,1.51375993,6,Female,7,Yes,No,0
3,17.21392206,51.64176619,Standard,Electronic check,No,Movies,No,Tablet,12.69358772,34.19980719,25,Drama,1.363072311,3,Female,23,No,Yes,0
117,19.96196607,2335.550031,Premium,Electronic check,Yes,TV Shows,No,Mobile,30.61227418,129.9269462,12,Sci-Fi,1.523898507,5,Female,10,No,Yes,1
83,12.390542,1028.414986,Basic,Mailed check,No,Both,Yes,Computer,33.8497732,128.2929881,24,Sci-Fi,1.460959354,4,Male,20,Yes,Yes,0
44,14.71152225,647.3069788,Standard,Mailed check,Yes,Both,No,Mobile,28.91969405,87.39628907,1,Action,4.612745766,6,Female,9,Yes,Yes,0
85,19.89734011,1691.273909,Standard,Mailed check,No,Movies,Yes,Tablet,33.42289514,67.9585298,9,Sci-Fi,4.716917175,4,Female,2,Yes,No,0
18,19.69578157,354.5240683,Standard,Mailed check,No,Movies,No,TV,3.549260306,72.25669876,22,Action,1.25921304,6,Female,20,No,No,0
21,8.864260944,186.1494798,Basic,Credit card,No,Movies,Yes,Computer,36.51188101,151.0655189,9,Fantasy,2.551686235,5,Female,9,Yes,No,0
69,7.466056243,515.1578808,Basic,Electronic check,Yes,Movies,No,Mobile,31.35236026,56.28452113,48,Drama,3.506539,9,Female,4,Yes,No,0
37,16.61413463,614.7229812,Standard,Credit card,No,TV Shows,No,Mobile,3.856353512,86.94001667,23,Fantasy,3.616696972,9,Male,7,Yes,Yes,1
32,14.25749246,456.2397588,Basic,Electronic check,Yes,TV Shows,No,TV,18.6455292,157.5801353,10,Comedy,3.625214151,1,Female,4,No,No,0
70,7.236528201,506.5569741,Basic,Bank transfer,No,TV Shows,Yes,Mobile,3.490231067,127.8557976,10,Action,4.656958175,6,Male,9,No,No,0
78,14.37025468,1120.879865,Standard,Electronic check,Yes,Movies,Yes,Mobile,3.804824231,171.9750437,36,Action,4.434896413,6,Female,8,No,Yes,0
58,13.19089422,765.0718647,Basic,Bank transfer,No,Movies,No,TV,25.8809289,22.84874063,3,Drama,4.203520125,6,Female,22,No,Yes,0
55,7.776926797,427.7309738,Standard,Bank transfer,Yes,Both,Yes,TV,15.78865925,55.93837351,14,Action,3.185086308,4,Male,6,No,No,0
21,9.547916484,200.5062462,Standard,Electronic check,No,TV Shows,Yes,Mobile,3.719151544,104.2727196,28,Action,3.890255226,5,Male,0,Yes,Yes,1
30,17.19962036,515.9886109,Standard,Electronic check,Yes,Movies,Yes,Computer,17.0460397,81.50143434,48,Comedy,3.676905739,4,Male,8,No,Yes,0
118,9.380120346,1106.854201,Standard,Credit card,Yes,Movies,No,Mobile,18.39762376,142.7326936,46,Comedy,1.53408489,9,Male,10,Yes,No,0
5,19.97578949,99.87894745,Premium,Bank transfer,Yes,TV Shows,No,Mobile,1.278467013,77.10516296,2,Fantasy,3.276235759,6,Male,2,No,Yes,1
112,16.83652978,1885.691335,Basic,Electronic check,No,TV Shows,Yes,Computer,22.9616036,153.5199565,41,Drama,4.972497362,2,Female,9,Yes,No,0
62,10.05001693,623.1010495,Standard,Mailed check,No,TV Shows,No,TV,5.76289369,81.79447706,18,Drama,1.071445813,5,Male,0,No,Yes,1
50,10.09797539,504.8987694,Basic,Credit card,Yes,Movies,Yes,Mobile,32.79238482,15.30553292,13,Action,4.041632222,6,Male,24,Yes,No,0
34,11.3377183,385.4824222,Basic,Electronic check,Yes,TV Shows,No,Tablet,12.24988206,58.87496227,9,Comedy,2.949039195,9,Female,23,No,Yes,0
81,5.277623692,427.4875191,Basic,Bank transfer,No,Movies,Yes,Computer,36.55723655,151.5941978,26,Sci-Fi,2.453456734,7,Female,10,Yes,Yes,0
119,8.667226854,1031.399996,Standard,Credit card,No,Both,No,Mobile,32.94850126,119.4461156,32,Comedy,3.214232978,0,Male,3,Yes,No,0
42,15.36061088,645.145657,Basic,Mailed check,Yes,Movies,Yes,Computer,18.4534998,138.7134939,36,Sci-Fi,2.034729894,8,Male,8,No,No,0
59,5.238284349,309.0587766,Premium,Electronic check,No,Both,No,Computer,34.54408093,133.4855098,20,Fantasy,2.945192131,1,Female,3,No,No,0
14,9.733949353,136.2752909,Standard,Mailed check,Yes,Both,Yes,Computer,11.15572919,158.3357978,20,Comedy,3.672102537,2,Female,16,Yes,No,0
7,17.33724679,121.3607275,Premium,Electronic check,No,TV Shows,Yes,Tablet,17.08820267,101.081438,39,Comedy,1.18742982,8,Female,23,Yes,Yes,1
111,16.87980888,1873.658786,Premium,Electronic check,No,TV Shows,No,Computer,37.84300965,31.74897439,39,Sci-Fi,4.196323149,3,Female,12,Yes,No,0
81,15.13890596,1226.251383,Premium,Bank transfer,Yes,Both,No,Computer,18.17033863,15.78880164,42,Action,4.712094714,3,Female,22,Yes,Yes,0
106,11.08133452,1174.621459,Basic,Mailed check,No,Both,Yes,TV,31.73074491,21.95642601,7,Comedy,3.174955202,3,Female,20,No,No,0
110,14.23506897,1565.857587,Standard,Electronic check,Yes,Both,No,Mobile,23.78305377,52.25085561,25,Fantasy,2.334660242,0,Male,11,No,No,0
109,18.69653674,2037.922504,Standard,Bank transfer,Yes,Both,No,TV,33.18331905,80.98189551,32,Drama,3.09695844,3,Female,23,No,Yes,0
69,11.83134601,816.3628749,Basic,Credit card,Yes,Movies,No,Computer,35.81800093,138.4590524,29,Drama,3.796823728,9,Male,2,No,No,1
15,10.75050621,161.2575932,Basic,Electronic check,Yes,Both,Yes,Mobile,39.72040024,29.10662451,35,Action,1.907093432,8,Male,9,Yes,Yes,0
103,13.31308636,1371.247895,Basic,Mailed check,No,Movies,Yes,Mobile,26.45541089,18.85467202,14,Drama,4.655464367,9,Male,16,No,Yes,0
86,7.259132597,624.2854034,Standard,Credit card,No,TV Shows,Yes,Computer,20.85175544,39.00974002,7,Comedy,3.870328514,3,Female,22,Yes,No,0
48,13.80947869,662.8549771,Standard,Mailed check,No,Movies,Yes,Mobile,25.10257841,175.3507986,26,Fantasy,4.800502115,8,Male,20,Yes,No,1
96,13.10420583,1258.003759,Basic,Mailed check,Yes,TV Shows,No,TV,38.01543751,14.95946867,46,Sci-Fi,4.170534929,3,Male,8,No,Yes,0
