accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled
85,17.78766114,1511.951197,Basic,Electronic check,No,Movies,Yes,TV,17.02979299,154.7232646,21,Action,2.599253322,5,Female,1,No,Yes
116,5.135624237,595.7324114,Basic,Mailed check,Yes,Both,No,TV,38.61286641,94.83028911,15,Comedy,4.912373332,7,Male,8,Yes,Yes
45,15.0798012,678.5910539,Standard,Credit card,Yes,Both,No,Tablet,20.77695348,25.03390789,8,Fantasy,3.318230187,0,Male,1,No,No
71,9.397851264,667.2474397,Standard,Credit card,No,TV Shows,No,Computer,22.64287643,178.5043984,43,Drama,2.204093174,4,Female,0,No,No
2,12.97919591,25.95839181,Basic,Credit card,Yes,Movies,Yes,TV,24.63969033,101.8046535,23,Action,2.687757407,9,Female,20,Yes,Yes
100,16.43029709,1643.029709,Basic,Mailed check,Yes,Both,No,Tablet,11.07846893,10.21703844,36,Fantasy,2.889154053,6,Female,1,Yes,Yes
7,16.1507951,113.0555657,Standard,Bank transfer,No,Both,Yes,Computer,8.13498821,30.47413593,2,Sci-Fi,1.203465333,9,Female,1,Yes,No
43,5.272812748,226.7309482,Basic,Credit card,No,TV Shows,Yes,Computer,5.700729766,55.20029175,11,Comedy,1.20232319,1,Male,12,Yes,Yes
33,13.86790674,457.6409225,Premium,Mailed check,No,Both,No,Tablet,21.07250683,58.14567093,15,Drama,4.505403558,1,Female,17,Yes,No
32,9.041643778,289.3326009,Basic,Credit card,No,Movies,Yes,Mobile,18.07633933,5.393195375,33,Fantasy,4.27935385,4,Female,24,No,Yes
78,7.127616001,555.9540481,Premium,Credit card,Yes,Movies,No,TV,22.76289689,84.36243388,30,Action,2.126582212,0,Male,5,No,No
40,6.651524578,266.0609831,Standard,Electronic check,Yes,Movies,Yes,Mobile,9.537521016,39.44831364,43,Comedy,3.554773014,3,Female,11,Yes,No
103,11.28840807,1162.706032,Premium,Electronic check,Yes,Both,No,Tablet,10.48748428,58.60755666,26,Fantasy,3.368294475,9,Male,11,Yes,Yes
15,16.51759921,247.7639882,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,22.37621046,72.65880792,17,Fantasy,1.709787569,9,Male,11,Yes,Yes
114,12.44024473,1418.1879,Premium,Electronic check,Yes,Movies,No,Tablet,1.48976863,32.19666434,16,Action,2.200428189,6,Male,13,Yes,No
44,15.82151228,696.1465404,Standard,Bank transfer,Yes,Both,Yes,Computer,23.65328559,81.25951046,37,Drama,3.88666097,1,Male,2,No,No
45,18.33003933,824.8517697,Basic,Bank transfer,Yes,Movies,No,Tablet,35.40291104,134.2392065,32,Fantasy,1.122472397,8,Female,16,No,Yes
96,12.16006061,1167.365819,Premium,Mailed check,No,Both,No,Computer,16.53489954,179.8473266,17,Action,4.553588493,2,Male,7,Yes,Yes
54,17.64127326,952.6287562,Standard,Bank transfer,Yes,TV Shows,Yes,TV,37.08189933,11.32815897,28,Sci-Fi,2.876041858,4,Female,11,Yes,No
33,17.9416704,592.0751233,Standard,Bank transfer,Yes,Both,No,TV,24.65242915,108.02854,42,Sci-Fi,4.326528386,1,Male,14,Yes,No
8,8.674230851,69.39384681,Premium,Mailed check,No,TV Shows,No,Mobile,5.872131896,157.7605045,7,Sci-Fi,3.954291301,5,Male,18,Yes,Yes
34,16.92686623,575.513452,Basic,Mailed check,No,Movies,No,Mobile,26.89664094,113.475168,8,Drama,1.760476336,1,Male,1,Yes,No
117,13.29248704,1555.220984,Basic,Mailed check,No,TV Shows,No,Tablet,18.07668622,30.15706166,49,Comedy,3.087390641,8,Male,15,No,No
98,11.54985558,1131.885847,Standard,Bank transfer,No,TV Shows,No,TV,8.350235929,125.0454113,44,Action,4.410946603,2,Female,17,Yes,No
31,8.917280106,276.4356833,Basic,Electronic check,No,Movies,No,TV,16.50997262,67.31038087,39,Action,2.68352015,0,Female,4,No,No
92,11.184613,1028.984396,Standard,Bank transfer,Yes,Movies,No,Computer,18.23310095,25.72078994,36,Action,2.258980421,7,Female,15,No,No
12,19.25233933,231.028072,Standard,Credit card,No,TV Shows,No,Mobile,26.14766139,179.8885404,8,Action,1.190884175,3,Male,7,No,No
50,5.147301363,257.3650682,Premium,Electronic check,Yes,Both,Yes,TV,30.62691069,111.7474537,20,Comedy,3.485629969,0,Female,11,Yes,Yes
54,6.986019133,377.2450332,Standard,Bank transfer,Yes,Movies,Yes,Mobile,18.33373961,172.2429358,5,Drama,2.457800287,4,Male,15,No,No
104,15.27206997,1588.295277,Standard,Mailed check,Yes,Both,No,TV,11.97584954,147.8606347,25,Fantasy,2.807597614,9,Female,24,Yes,No
80,7.907627446,632.6101957,Basic,Credit card,Yes,Movies,No,Computer,11.23758771,99.90061689,13,Drama,4.007660962,9,Male,20,Yes,Yes
8,12.64698266,101.1758613,Standard,Bank transfer,No,TV Shows,No,TV,13.11024646,86.69309602,36,Action,4.422278313,0,Female,24,No,No
32,12.46555645,398.8978065,Basic,Bank transfer,No,TV Shows,Yes,Computer,26.75359469,37.4779491,37,Sci-Fi,3.014071866,4,Male,21,Yes,No
66,14.4184478,951.6175547,Premium,Bank transfer,No,Both,No,Tablet,16.12476367,75.21635676,44,Fantasy,4.90016914,4,Male,18,No,Yes
97,5.840237425,566.5030303,Premium,Credit card,Yes,TV Shows,Yes,TV,10.72040695,128.9293629,24,Drama,4.868924834,1,Male,15,No,Yes
76,6.4408952,489.5080352,Basic,Mailed check,Yes,Movies,No,Tablet,2.152551724,130.9800733,2,Fantasy,1.332996352,1,Female,10,No,No
79,17.34048637,1369.898423,Basic,Bank transfer,Yes,Both,No,TV,5.825678151,34.66355387,19,Sci-Fi,4.85452983,2,Female,12,Yes,Yes
31,19.20803306,595.4490249,Premium,Electronic check,No,Movies,No,TV,12.53384912,5.849735795,8,Fantasy,4.866487414,1,Female,7,Yes,Yes
69,15.61364489,1077.341497,Standard,Mailed check,Yes,Both,Yes,TV,17.63916755,102.6339206,7,Comedy,3.98872216,1,Female,18,No,No
106,8.880788901,941.3636235,Standard,Mailed check,Yes,TV Shows,No,Tablet,39.22415774,110.770537,5,Fantasy,2.540583949,7,Female,6,Yes,No
80,9.842756456,787.4205165,Premium,Electronic check,Yes,Movies,Yes,Mobile,27.07180745,136.1508167,31,Action,3.874340189,0,Male,0,No,No
111,13.07682933,1451.528055,Premium,Credit card,No,Movies,No,TV,33.61396716,48.21223018,10,Comedy,1.056711868,1,Female,0,No,No
47,15.08859288,709.1638653,Standard,Mailed check,Yes,Movies,No,Tablet,11.71772641,94.18945883,37,Comedy,4.950836738,6,Female,23,No,Yes
39,17.45514754,680.7507542,Premium,Electronic check,No,Both,No,Tablet,6.855077572,22.60252973,11,Comedy,4.002370214,2,Male,20,No,Yes
51,5.388090478,274.7926144,Premium,Electronic check,No,Both,Yes,Tablet,7.659626286,6.705710489,48,Drama,4.798318954,0,Female,14,Yes,No
62,17.70510775,1097.71668,Premium,Credit card,Yes,Movies,No,TV,37.24803049,57.83436179,33,Fantasy,1.856490668,8,Female,5,No,Yes
54,17.94892589,969.241998,Premium,Bank transfer,Yes,Movies,No,Computer,8.955616687,58.97252826,14,Comedy,2.11669679,9,Male,24,No,No
110,17.04904728,1875.3952,Basic,Electronic check,Yes,Movies,Yes,Tablet,15.25190834,28.45593895,5,Action,4.879106684,7,Male,6,No,No
59,17.67636358,1042.905451,Basic,Bank transfer,Yes,Movies,No,Mobile,26.64285218,25.15235919,19,Sci-Fi,3.330337656,5,Male,7,Yes,Yes
102,15.03589371,1533.661158,Basic,Bank transfer,Yes,Movies,Yes,TV,22.02192973,66.84760269,33,Action,4.241076731,5,Female,15,No,Yes
114,9.104098273,1037.867203,Standard,Credit card,No,Movies,Yes,TV,11.0096257,19.36901095,32,Drama,1.263626821,0,Male,16,Yes,No
18,18.0020593,324.0370673,Standard,Bank transfer,No,Both,Yes,Mobile,27.20711093,32.77148211,26,Fantasy,3.851386239,9,Female,11,Yes,Yes
55,17.2510612,948.808366,Basic,Bank transfer,Yes,Movies,No,Tablet,22.52166425,116.7325482,23,Action,3.673261722,7,Male,17,Yes,No
112,5.734499708,642.2639673,Premium,Bank transfer,No,Both,Yes,Computer,21.15758675,171.9858748,27,Drama,4.845847909,7,Female,6,Yes,No
57,16.98963591,968.4092471,Standard,Credit card,Yes,Movies,No,Tablet,16.92847041,63.53198355,22,Sci-Fi,3.421391175,7,Male,24,Yes,No
14,12.08419968,169.1787955,Standard,Mailed check,No,Both,No,TV,27.85326361,127.059269,3,Sci-Fi,4.975521617,9,Male,10,Yes,Yes
109,18.6526052,2033.133966,Basic,Electronic check,No,Both,No,Mobile,8.415207622,107.7656888,5,Fantasy,4.026170921,4,Female,6,Yes,Yes
22,13.38666415,294.5066113,Basic,Electronic check,No,TV Shows,Yes,Mobile,37.6214539,13.35371588,28,Fantasy,2.743479158,8,Female,0,No,Yes
32,12.13767161,388.4054915,Standard,Credit card,Yes,Both,Yes,Computer,22.33486021,16.14554485,21,Comedy,3.419762963,1,Male,7,No,No
73,9.364636087,683.6184343,Standard,Credit card,Yes,TV Shows,No,Computer,12.03839248,111.9367063,31,Sci-Fi,3.030676153,6,Male,15,Yes,No
22,6.148751865,135.272541,Basic,Mailed check,Yes,Movies,No,Mobile,25.27473643,9.631002893,15,Sci-Fi,1.339253759,6,Female,22,No,No
54,13.04197795,704.2668092,Standard,Electronic check,Yes,TV Shows,Yes,Tablet,11.96772154,46.20853703,47,Comedy,4.776262518,1,Female,18,No,No
105,5.69005962,597.4562601,Basic,Mailed check,Yes,Both,No,TV,23.95432313,9.612715726,4,Action,1.925908974,4,Male,16,No,Yes
66,14.4056578,950.773415,Standard,Mailed check,Yes,Movies,Yes,Tablet,27.92710918,134.1396798,10,Sci-Fi,2.040683621,7,Female,22,Yes,Yes
113,10.41674276,1177.091932,Premium,Electronic check,No,Both,No,Computer,19.25322262,44.73389814,35,Drama,3.103678429,5,Female,15,Yes,No
91,6.027587877,548.5104968,Standard,Mailed check,No,Movies,No,Tablet,30.21407362,56.50147605,23,Drama,1.384342825,8,Male,20,Yes,Yes
46,11.74926865,540.4663579,Premium,Bank transfer,Yes,TV Shows,Yes,TV,6.292580488,73.40569151,20,Action,2.541393526,8,Female,15,Yes,No
76,5.656774899,429.9148923,Standard,Bank transfer,No,Movies,No,Tablet,32.66311392,46.70116087,7,Sci-Fi,4.733748643,7,Female,22,Yes,No
72,14.70896911,1059.045776,Basic,Electronic check,Yes,Movies,Yes,TV,18.08767241,61.90289386,24,Sci-Fi,4.593725561,4,Male,19,Yes,Yes
62,8.953719111,555.1305849,Basic,Mailed check,No,TV Shows,Yes,TV,28.04473502,34.22381661,49,Sci-Fi,2.822858643,7,Female,7,Yes,Yes
108,10.19501245,1101.061345,Basic,Electronic check,Yes,TV Shows,No,Mobile,9.111650503,16.42895036,10,Action,2.730685515,4,Female,12,No,Yes
33,12.09075081,398.9947767,Premium,Mailed check,No,Both,Yes,Tablet,1.350283568,178.3895153,46,Comedy,3.194640432,2,Female,12,No,Yes
11,8.228700305,90.51570335,Basic,Mailed check,Yes,TV Shows,Yes,TV,21.77448717,45.7734601,23,Comedy,1.127446057,0,Female,8,Yes,Yes
92,14.89537407,1370.374415,Standard,Electronic check,Yes,Movies,No,TV,39.36181091,20.14659329,26,Action,1.604627321,1,Male,4,Yes,Yes
87,9.886182625,860.0978883,Basic,Bank transfer,Yes,Both,Yes,Tablet,28.95273167,172.3825838,32,Drama,2.742716022,0,Male,15,Yes,Yes
12,12.65902117,151.9082541,Standard,Credit card,No,Both,Yes,Computer,1.825269142,36.64474503,8,Fantasy,3.615273689,4,Male,22,Yes,No
42,5.824752648,244.6396112,Basic,Electronic check,No,TV Shows,Yes,Mobile,21.34450233,158.4499148,47,Fantasy,3.386996617,7,Male,14,Yes,No
103,8.967462471,923.6486345,Standard,Credit card,Yes,Movies,Yes,TV,19.57410567,119.7802219,47,Comedy,2.85821468,4,Male,18,Yes,Yes
81,10.17490593,824.1673807,Standard,Credit card,No,Both,Yes,Mobile,24.47835181,54.19465179,30,Sci-Fi,3.078153701,7,Male,18,No,Yes
61,17.43547571,1063.564018,Basic,Mailed check,No,Both,Yes,Tablet,6.7618047,82.7292297,22,Fantasy,3.082757711,9,Female,6,Yes,No
81,19.80654879,1604.330452,Premium,Credit card,Yes,TV Shows,No,Tablet,22.57887737,55.90542974,41,Fantasy,2.849445821,4,Male,7,Yes,Yes
44,6.09892744,268.3528073,Premium,Bank transfer,Yes,Both,No,Computer,2.725146264,173.3935244,2,Drama,2.757249656,5,Male,16,Yes,Yes
38,13.7121249,521.0607462,Premium,Electronic check,Yes,Movies,No,Mobile,13.67238094,170.2195765,17,Drama,2.401976213,0,Female,18,No,Yes
109,6.994612294,762.4127401,Basic,Electronic check,No,Movies,Yes,Mobile,21.81839175,104.3372932,37,Sci-Fi,1.09110874,7,Female,7,No,No
116,7.039705645,816.6058548,Basic,Credit card,No,TV Shows,Yes,Mobile,2.184350942,106.6190327,46,Sci-Fi,4.79375635,0,Female,22,Yes,No
30,9.722853868,291.685616,Standard,Mailed check,Yes,Both,Yes,TV,9.714548889,157.9566896,40,Sci-Fi,2.881357381,1,Female,16,Yes,Yes
91,18.81169247,1711.864014,Premium,Credit card,No,TV Shows,No,Mobile,34.90095018,155.1912538,19,Sci-Fi,1.496000321,3,Female,13,No,No
102,18.33120835,1869.783252,Standard,Electronic check,Yes,Movies,No,Mobile,5.815720025,81.51006627,19,Action,3.296699809,5,Female,1,Yes,Yes
94,6.558377174,616.4874544,Basic,Bank transfer,Yes,Both,Yes,Mobile,14.959685,156.398367,41,Fantasy,1.936132315,0,Male,19,No,Yes
34,16.55466854,562.8587305,Premium,Mailed check,Yes,Movies,No,Mobile,34.82967958,47.14152296,34,Sci-Fi,1.399799488,7,Female,1,Yes,No
25,17.19236834,429.8092085,Basic,Bank transfer,Yes,Both,No,TV,36.05172371,94.40656673,6,Sci-Fi,3.21205109,5,Male,13,No,No
68,15.8422287,1077.271552,Basic,Bank transfer,Yes,TV Shows,Yes,Computer,34.1739761,152.3228841,40,Comedy,1.951307381,1,Female,6,No,Yes
60,19.5575945,1173.45567,Standard,Electronic check,No,Movies,Yes,TV,16.22478023,143.0948306,0,Fantasy,1.668188585,7,Female,16,Yes,Yes
91,19.35885412,1761.655725,Basic,Electronic check,Yes,Both,Yes,Computer,31.94294027,68.86950974,47,Comedy,3.065126539,2,Male,16,No,No
21,19.21883638,403.5955639,Standard,Bank transfer,No,Both,No,Computer,37.76125739,65.33240802,4,Comedy,4.094497891,4,Female,13,Yes,No
86,7.437235123,639.6022206,Standard,Credit card,No,Both,No,Computer,11.9364232,116.4264379,18,Action,1.331345212,7,Male,9,No,Yes
40,17.61999134,704.7996536,Standard,Electronic check,Yes,TV Shows,No,Mobile,19.7556485,123.7782751,9,Action,4.2238133,6,Female,5,Yes,No
48,6.740419204,323.5401218,Standard,Mailed check,Yes,Both,No,TV,12.13597623,155.5687711,1,Drama,3.09220974,4,Male,6,Yes,No
4,5.718698643,22.87479457,Premium,Credit card,Yes,Movies,No,TV,12.72821386,103.9236139,39,Action,2.471025999,0,Female,10,Yes,No
11,14.91362227,164.049845,Basic,Electronic check,Yes,TV Shows,No,TV,15.7316905,50.95655257,11,Drama,4.014766912,2,Male,8,Yes,Yes
1,5.033848266,5.033848266,Premium,Bank transfer,No,Movies,Yes,Computer,11.08856287,141.7571825,12,Fantasy,4.739387608,9,Female,14,No,Yes
96,14.3337713,1376.042045,Standard,Electronic check,Yes,TV Shows,No,Mobile,15.74974233,94.69269645,28,Sci-Fi,1.125662074,3,Male,8,Yes,Yes
24,10.13462158,243.2309178,Premium,Bank transfer,No,TV Shows,No,Computer,12.15681472,149.9703038,29,Drama,3.868063637,3,Male,14,Yes,No
91,7.104658545,646.5239276,Standard,Mailed check,Yes,Both,No,Tablet,18.49698345,24.01422603,19,Drama,4.174424371,0,Male,17,Yes,Yes
20,6.723229512,134.4645902,Standard,Credit card,No,TV Shows,No,TV,36.46379648,48.89974553,5,Action,2.107054467,2,Female,23,No,Yes
14,6.120645743,85.6890404,Basic,Electronic check,No,Movies,Yes,Tablet,34.48155534,128.3695248,25,Drama,1.109304867,2,Male,11,No,No
31,17.90793026,555.1458382,Basic,Electronic check,Yes,Both,Yes,Computer,24.51404121,145.996661,42,Action,3.265976993,8,Female,9,No,No
24,10.92150753,262.1161807,Premium,Mailed check,Yes,TV Shows,Yes,TV,1.267208086,45.98233761,13,Comedy,2.146070729,4,Female,11,No,No
93,14.11784697,1312.959768,Basic,Electronic check,Yes,Both,No,Computer,5.212606558,144.2466931,40,Sci-Fi,2.310295717,3,Female,20,Yes,Yes
48,5.16709498,248.020559,Premium,Bank transfer,No,Both,No,Computer,22.18235762,63.92272348,10,Fantasy,1.211075642,0,Female,7,Yes,Yes
46,18.8010277,864.8472742,Premium,Bank transfer,Yes,TV Shows,No,Computer,27.44873233,169.0062357,46,Sci-Fi,4.478902502,1,Female,13,Yes,No
57,11.83596522,674.6500174,Basic,Credit card,No,Movies,Yes,Mobile,2.026781803,162.4267541,18,Drama,2.898298199,2,Female,13,No,Yes
62,6.379318706,395.5177598,Basic,Bank transfer,Yes,Both,No,TV,20.7080037,155.5022469,41,Sci-Fi,3.32891271,0,Female,14,Yes,No
110,19.09168628,2100.085491,Premium,Credit card,Yes,Both,No,Mobile,36.70298568,133.1670652,38,Comedy,4.57074594,5,Male,16,Yes,Yes
60,15.48181152,928.9086909,Basic,Mailed check,No,TV Shows,No,Tablet,28.24484406,16.8090639,16,Comedy,2.424335321,9,Male,16,Yes,Yes
7,19.82095958,138.7467171,Basic,Credit card,No,Both,Yes,Tablet,23.59349167,126.981912,33,Drama,4.866004596,2,Male,23,No,No
72,8.448406784,608.2852884,Standard,Credit card,No,Movies,Yes,TV,32.18671577,90.53472228,15,Action,4.265654451,4,Female,0,No,Yes
84,16.70501789,1403.221503,Premium,Credit card,Yes,Both,Yes,Computer,29.8066398,15.51172896,30,Action,3.452388169,0,Female,6,No,No
9,18.39564126,165.5607714,Basic,Credit card,Yes,Both,Yes,Tablet,34.80737809,179.7094608,48,Action,2.739868379,6,Female,6,Yes,No
70,10.45370296,731.7592075,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,19.29847613,134.9241304,30,Action,3.037923517,6,Female,5,Yes,Yes
57,12.34336308,703.5716956,Premium,Mailed check,Yes,Both,No,Mobile,35.57035125,81.33667846,34,Comedy,3.915013957,2,Female,14,No,No
52,17.29061398,899.1119271,Standard,Electronic check,No,Both,No,Tablet,3.151588815,133.2387554,33,Sci-Fi,4.658400225,6,Female,2,No,Yes
73,5.586310146,407.8006407,Premium,Electronic check,No,TV Shows,Yes,TV,38.26888892,20.03110812,12,Fantasy,4.143954374,1,Female,24,No,No
114,18.04359655,2056.970006,Basic,Credit card,No,TV Shows,No,TV,28.43627654,23.84851909,33,Drama,1.618916365,5,Male,24,No,Yes
69,19.94333392,1376.090041,Basic,Electronic check,No,TV Shows,Yes,Mobile,5.659964396,90.9050225,39,Action,2.482463524,8,Male,0,No,No
20,18.93412178,378.6824355,Basic,Bank transfer,Yes,Both,Yes,Tablet,12.38995578,71.53581357,3,Comedy,4.866834,7,Female,3,No,No
83,15.78406378,1310.077294,Standard,Credit card,No,Both,Yes,Tablet,38.90063429,12.32343132,48,Comedy,1.218011333,0,Female,5,No,No
12,7.941680713,95.30016856,Standard,Credit card,Yes,TV Shows,No,TV,9.402807846,57.56009617,8,Action,4.234907163,2,Male,9,No,Yes
50,11.18212882,559.106441,Basic,Credit card,Yes,TV Shows,Yes,Computer,15.76666782,25.88888924,25,Fantasy,3.015802993,5,Male,8,Yes,Yes
48,9.307626879,446.7660902,Basic,Bank transfer,Yes,Both,No,Mobile,12.86402175,73.40034947,17,Sci-Fi,1.13675668,7,Male,21,Yes,No
70,11.91913068,834.3391474,Basic,Credit card,No,Both,No,Mobile,8.857150796,106.4320183,4,Comedy,3.841616224,5,Female,17,Yes,No
100,16.30110081,1630.110081,Basic,Electronic check,No,Both,Yes,Computer,2.886659274,53.2310283,39,Drama,3.885351378,0,Female,16,No,No
83,19.15888855,1590.187749,Premium,Electronic check,No,Movies,Yes,Tablet,39.87624335,164.2314357,5,Action,2.536884833,3,Female,5,No,Yes
13,9.515313604,123.6990769,Premium,Mailed check,No,Both,Yes,Computer,29.20951132,105.1680445,22,Fantasy,4.037089885,9,Male,7,Yes,No
44,12.70037397,558.8164547,Basic,Mailed check,Yes,TV Shows,Yes,Computer,38.48052223,8.523584771,25,Comedy,4.978151831,4,Female,2,Yes,Yes
80,12.51001146,1000.800917,Standard,Mailed check,No,Movies,Yes,TV,31.75910842,33.94188321,2,Action,4.423652509,6,Male,0,Yes,No
5,14.53742179,72.68710893,Standard,Mailed check,No,TV Shows,No,Computer,18.16263963,171.2821631,42,Fantasy,2.444538084,5,Male,9,Yes,Yes
82,8.733215773,716.1236934,Standard,Bank transfer,Yes,Both,No,Tablet,25.39584,5.923418889,20,Action,3.022923041,1,Female,13,No,Yes
109,11.18568657,1219.239836,Basic,Credit card,Yes,TV Shows,Yes,Tablet,7.973715901,64.79333985,32,Fantasy,2.141333501,6,Male,23,Yes,Yes
39,15.37738893,599.7181681,Premium,Credit card,Yes,TV Shows,No,Computer,38.00463721,91.63947372,38,Action,1.610277671,1,Female,1,Yes,Yes
39,9.508607932,370.8357094,Premium,Credit card,Yes,TV Shows,Yes,Tablet,21.95529005,124.6319156,26,Sci-Fi,3.913847476,8,Female,15,Yes,Yes
11,16.12802094,177.4082303,Basic,Electronic check,Yes,Both,No,Mobile,3.330390899,42.1536122,17,Comedy,4.703663634,1,Male,24,No,Yes
54,19.69947082,1063.771425,Basic,Bank transfer,No,TV Shows,Yes,Computer,20.14825837,147.5553793,26,Comedy,3.606972645,4,Male,2,Yes,Yes
52,14.20936991,738.8872353,Premium,Credit card,Yes,Movies,No,Computer,34.03492064,112.3949741,39,Action,3.315106851,5,Female,4,Yes,Yes
2,18.39097896,36.78195791,Premium,Bank transfer,No,Both,Yes,Tablet,16.03098654,127.5144276,10,Sci-Fi,2.049583485,5,Male,3,No,Yes
119,9.697450169,1153.99657,Basic,Mailed check,No,TV Shows,No,Computer,22.32536467,119.5775134,2,Comedy,4.092253921,6,Female,2,Yes,No
39,14.9775179,584.1231981,Premium,Bank transfer,No,TV Shows,No,Mobile,23.51200477,21.09682999,7,Comedy,4.051848415,7,Female,2,No,Yes
104,11.81154011,1228.400171,Standard,Bank transfer,Yes,Movies,No,Computer,5.247780747,156.6303954,1,Sci-Fi,4.440460087,8,Female,20,No,No
67,13.66701672,915.6901199,Premium,Bank transfer,No,Both,Yes,TV,18.50023724,44.59668476,34,Comedy,2.608201988,6,Male,14,Yes,Yes
3,9.748743511,29.24623053,Standard,Credit card,No,TV Shows,No,Mobile,27.09953044,43.0246049,31,Fantasy,1.14353103,7,Female,18,Yes,No
16,13.19923134,211.1877015,Standard,Credit card,Yes,Movies,Yes,Computer,10.18614921,8.845450313,36,Action,2.54770888,5,Male,21,No,No
58,17.30985092,1003.971354,Basic,Mailed check,No,Both,No,Tablet,32.33905254,28.89605988,42,Sci-Fi,1.595087153,7,Male,4,Yes,Yes
50,18.83496405,941.7482027,Basic,Bank transfer,Yes,Movies,No,Computer,12.37392258,173.796237,25,Comedy,3.027786735,6,Male,12,No,Yes
110,8.672389687,953.9628656,Basic,Electronic check,No,Both,No,TV,39.64951034,69.18164584,14,Drama,2.725572777,0,Female,10,No,No
95,5.483283734,520.9119547,Premium,Bank transfer,No,Movies,Yes,TV,28.09305462,11.61655952,6,Fantasy,3.267498293,9,Male,1,Yes,Yes
109,14.91152238,1625.355939,Basic,Bank transfer,No,TV Shows,No,TV,36.44755974,8.013213645,40,Fantasy,4.864504798,9,Female,17,Yes,No
24,17.0072383,408.1737193,Standard,Mailed check,No,TV Shows,No,Computer,5.858587168,129.2416709,45,Sci-Fi,4.544604003,9,Female,24,Yes,Yes
11,16.92601681,186.1861849,Premium,Mailed check,Yes,TV Shows,No,TV,1.394477205,80.78043922,17,Comedy,4.983877112,2,Female,23,No,No
94,8.602237482,808.6103233,Standard,Electronic check,Yes,Movies,No,Tablet,9.246147739,150.3617088,4,Drama,1.12779413,8,Female,22,No,Yes
36,12.28657922,442.3168521,Standard,Electronic check,Yes,Movies,Yes,Computer,32.83007095,20.53894981,45,Sci-Fi,4.357913953,9,Female,24,Yes,No
72,19.71945441,1419.800718,Standard,Credit card,No,Both,Yes,TV,34.39277019,93.96888207,22,Action,2.741133674,0,Female,16,No,No
80,5.002530147,400.2024118,Standard,Mailed check,Yes,TV Shows,No,TV,34.29217878,151.1063221,11,Drama,2.572393281,1,Female,5,Yes,Yes
93,9.114648833,847.6623414,Standard,Credit card,No,Movies,Yes,TV,32.52624853,13.98277857,35,Action,1.021179802,3,Female,24,No,Yes
34,7.680011067,261.1203763,Standard,Electronic check,No,Both,No,Mobile,19.2577973,142.5949742,24,Fantasy,2.500070267,8,Male,13,Yes,Yes
81,18.87250039,1528.672531,Premium,Credit card,No,Movies,No,Computer,21.06029286,145.3974628,32,Comedy,1.262280661,0,Female,2,Yes,No
10,16.12736554,161.2736554,Standard,Credit card,Yes,Movies,No,Computer,38.57124795,16.11516591,17,Sci-Fi,4.50776396,2,Male,12,No,No
72,9.096713915,654.9634019,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,2.594215718,111.6783464,36,Comedy,3.93706345,9,Female,15,Yes,Yes
46,14.94021912,687.2500796,Premium,Credit card,Yes,TV Shows,No,TV,3.033964199,81.1911095,11,Sci-Fi,2.861271639,8,Male,6,Yes,No
40,15.41916078,616.7664311,Standard,Bank transfer,No,Movies,Yes,Mobile,31.92666926,129.3745216,9,Drama,4.442543319,9,Female,13,No,No
90,12.93759083,1164.383175,Premium,Credit card,Yes,Movies,No,Computer,35.69264359,113.3014442,29,Fantasy,1.376511656,8,Female,20,No,Yes
90,10.36603903,932.9435124,Basic,Credit card,Yes,Movies,No,Computer,20.61646792,17.26096258,3,Fantasy,4.869266136,9,Female,23,No,Yes
83,9.728964946,807.5040905,Premium,Credit card,No,Both,No,Computer,28.58898042,160.4744114,14,Drama,1.172176885,6,Female,24,No,No
17,19.85014732,337.4525045,Basic,Mailed check,No,Both,Yes,Tablet,12.18698555,125.0831388,12,Fantasy,2.341849093,9,Male,4,Yes,Yes
18,16.48581234,296.7446221,Premium,Bank transfer,Yes,TV Shows,Yes,Tablet,15.15145521,144.9828329,31,Action,1.471242701,2,Male,17,No,No
110,7.411463045,815.260935,Premium,Bank transfer,No,Both,Yes,Mobile,19.41421682,82.0731841,30,Sci-Fi,3.63346559,0,Female,4,No,Yes
79,16.98149164,1341.537839,Standard,Credit card,Yes,TV Shows,No,Computer,6.45635387,61.27613909,31,Fantasy,1.907918073,5,Female,16,No,Yes
98,17.62469342,1727.219956,Basic,Bank transfer,Yes,TV Shows,Yes,TV,37.96419045,89.12318417,18,Action,3.708112097,9,Male,6,No,Yes
110,7.908228209,869.905103,Standard,Electronic check,No,TV Shows,Yes,Computer,12.29596368,114.4452058,37,Drama,1.400133015,5,Female,13,No,Yes
77,18.92988594,1457.601218,Standard,Mailed check,Yes,TV Shows,Yes,TV,18.7820301,51.46953679,4,Drama,3.787558262,7,Female,8,No,Yes
40,7.586319863,303.4527945,Basic,Mailed check,Yes,Both,Yes,Tablet,15.2007824,116.5812315,3,Comedy,4.849378384,6,Female,10,Yes,No
